SNIN_REFERENCE,PLOT_NO,INSPECTION_DATE,INSP_GROUP
05000009,40,2020-06-11,Excavation
05000009,41,2020-03-05,Excavation
05000009,42,2020-03-26,Excavation
05000009,43,2020-04-30,Excavation
05000009,44,2020-07-30,Excavation
05000009,45,2020-10-29,Excavation
05000009,46,2020-07-09,Excavation
05000009,47,2020-06-04,Excavation
05000009,48,2020-10-15,Excavation
05000009,49,2020-11-19,Excavation
05000009,50,2020-04-16,Excavation
05000009,51,2020-05-07,Excavation
05000009,52,2020-04-09,Excavation
05000009,53,2020-06-11,Excavation
05000009,54,2020-05-28,Excavation
05000009,55,2020-11-05,Excavation
05000009,56,2020-02-27,Excavation
05000009,57,2020-03-26,Excavation
05000009,58,2020-02-27,Excavation
05000009,59,2020-08-20,Excavation
05000009,60,2020-05-28,Excavation
05000009,61,2020-06-11,Excavation
05000009,62,2020-07-30,Excavation
05000009,63,2020-11-12,Excavation
05000009,64,2020-09-10,Excavation
05000009,65,2020-04-02,Excavation
05000009,66,2020-10-08,Excavation
05000009,67,2020-05-21,Excavation
05000009,68,2020-05-14,Excavation
05000009,69,2020-07-30,Excavation
05000009,70,2020-10-01,Excavation
05000009,71,2020-05-28,Excavation
05000009,72,2020-07-30,Excavation
05000009,73,2020-04-23,Excavation
05000009,74,2020-06-25,Excavation
05000009,75,2020-09-24,Excavation
05000009,76,2020-03-12,Excavation
05000009,77,2020-03-26,Excavation
05000009,78,2020-06-25,Excavation
05000009,79,2020-07-16,Excavation
05000009,80,2020-04-30,Excavation
05000009,81,2020-04-16,Excavation
05000009,82,2020-04-16,Excavation
05000009,83,2020-07-09,Excavation
05000009,84,2020-05-21,Excavation
05000009,85,2020-07-09,Excavation
05000009,86,2020-09-10,Excavation
05000009,87,2020-03-26,Excavation
05000009,88,2020-08-27,Excavation
05000009,89,2020-06-25,Excavation
05000009,90,2020-06-25,Excavation
05000009,91,2020-10-15,Excavation
05000009,92,2020-09-10,Excavation
05000009,93,2020-08-13,Excavation
05000009,94,2020-06-25,Excavation
05000009,95,2020-09-17,Excavation
05000009,96,2020-09-17,Excavation
05000009,97,2020-03-12,Excavation
05000009,98,2020-05-07,Excavation
05000009,99,2020-07-16,Excavation
05000009,100,2020-06-04,Excavation
05000009,101,2020-03-26,Excavation
05000009,102,2020-04-02,Excavation
05000009,103,2020-11-26,Excavation
05000009,104,2020-06-18,Excavation
05000009,105,2020-09-10,Excavation
05000009,106,2020-06-18,Excavation
05000009,107,2020-08-20,Excavation
05000009,108,2020-11-26,Excavation
05000009,109,2020-09-10,Excavation
05000009,110,2020-07-30,Excavation
05000009,111,2020-04-09,Excavation
05000009,112,2020-03-05,Excavation
05000009,113,2020-06-04,Excavation
05000009,114,2020-04-23,Excavation
05000009,115,2020-07-16,Excavation
05000009,116,2020-09-24,Excavation
05000009,117,2020-05-21,Excavation
05000009,118,2020-03-12,Excavation
05000009,119,2020-08-27,Excavation
05000009,120,2020-07-23,Excavation
05000009,121,2020-06-11,Excavation
05000009,122,2020-10-08,Excavation
05000009,123,2020-09-10,Excavation
05000009,124,2020-04-16,Excavation
05000009,125,2020-09-24,Excavation
05000009,126,2020-03-19,Excavation
05000009,127,2020-08-20,Excavation
05000010,1,2020-03-05,Excavation
05000010,2,2020-10-29,Excavation
05000010,3,2020-07-09,Excavation
05000010,4,2020-03-26,Excavation
05000010,5,2020-12-10,Excavation
05000010,6,2020-05-07,Excavation
05000010,7,2020-06-11,Excavation
05000010,8,2020-07-23,Excavation
05000010,9,2020-10-08,Excavation
05000010,10,2020-07-30,Excavation
05000010,11,2020-10-15,Excavation
05000010,12,2020-04-09,Excavation
05000010,13,2020-03-12,Excavation
05000010,14,2020-08-27,Excavation
05000010,15,2020-12-10,Excavation
05000010,16,2020-04-30,Excavation
05000010,17,2020-03-26,Excavation
05000010,18,2020-07-30,Excavation
05000010,19,2020-05-07,Excavation
05000010,20,2020-06-18,Excavation
05000010,21,2020-07-09,Excavation
05000010,22,2020-04-23,Excavation
05000010,23,2020-12-03,Excavation
05000010,24,2020-05-21,Excavation
05000010,25,2020-10-01,Excavation
05000010,26,2020-07-23,Excavation
05000010,27,2020-07-30,Excavation
05000010,28,2020-05-28,Excavation
05000010,29,2020-05-21,Excavation
05000010,30,2020-10-15,Excavation
05000010,31,2020-08-06,Excavation
05000010,32,2020-09-24,Excavation
05000010,33,2020-03-26,Excavation
05000011,1,2020-03-05,Excavation
05000011,2,2020-10-01,Excavation
05000011,3,2020-10-29,Excavation
05000011,4,2020-07-02,Excavation
05000011,5,2020-06-25,Excavation
05000011,6,2020-08-13,Excavation
05000011,7,2020-11-12,Excavation
05000011,8,2020-04-02,Excavation
05000011,9,2020-04-16,Excavation
05000011,10,2020-04-09,Excavation
05000011,11,2020-11-26,Excavation
05000011,12,2020-04-02,Excavation
05000011,13,2020-07-30,Excavation
05000011,14,2020-10-22,Excavation
05000011,15,2020-04-23,Excavation
05000011,16,2020-09-03,Excavation
05000011,17,2020-06-18,Excavation
05000011,18,2020-06-25,Excavation
05000011,19,2020-04-23,Excavation
05000011,20,2020-10-08,Excavation
05000011,21,2020-03-12,Excavation
05000011,22,2020-08-20,Excavation
05000011,23,2020-03-12,Excavation
05000011,24,2020-04-02,Excavation
05000011,25,2020-03-26,Excavation
05000011,26,2020-09-17,Excavation
05000011,27,2020-05-14,Excavation
05000011,28,2020-06-11,Excavation
05000011,29,2020-09-17,Excavation
05000011,30,2020-07-30,Excavation
05000011,31,2020-07-02,Excavation
05000011,32,2020-06-18,Excavation
05000011,33,2020-03-19,Excavation
05000011,34,2020-06-25,Excavation
05000011,35,2020-04-16,Excavation
05000011,36,2020-10-08,Excavation
05000011,37,2020-07-02,Excavation
05000011,38,2020-05-07,Excavation
05000011,39,2020-09-03,Excavation
05000011,40,2020-08-06,Excavation
05000011,41,2020-09-10,Excavation
05000011,42,2020-10-29,Excavation
05000011,43,2020-08-20,Excavation
05000011,44,2020-08-20,Excavation
05000011,45,2020-07-02,Excavation
05000011,46,2020-03-12,Excavation
05000011,47,2020-11-12,Excavation
05000011,48,2020-04-30,Excavation
05000011,49,2020-05-07,Excavation
05000011,50,2020-07-09,Excavation
05000011,51,2020-12-03,Excavation
05000011,52,2020-03-19,Excavation
05000011,53,2020-03-12,Excavation
05000011,54,2020-04-23,Excavation
05000011,55,2020-07-02,Excavation
05000011,56,2020-10-29,Excavation
05000011,57,2020-03-26,Excavation
05000011,58,2020-11-26,Excavation
05000012,1,2020-04-23,Excavation
05000012,2,2020-10-29,Excavation
05000012,3,2020-11-05,Excavation
05000012,4,2020-12-03,Excavation
05000012,5,2021-01-28,Excavation
05000012,6,2021-01-28,Excavation
05000012,7,2020-07-16,Excavation
05000012,8,2020-11-19,Excavation
05000012,9,2020-04-30,Excavation
05000012,10,2021-01-07,Excavation
05000012,11,2020-08-13,Excavation
05000012,12,2020-10-08,Excavation
05000012,13,2020-06-11,Excavation
05000012,14,2020-09-24,Excavation
05000012,15,2020-06-11,Excavation
05000012,16,2021-01-21,Excavation
05000012,17,2020-12-17,Excavation
05000012,18,2021-01-28,Excavation
05000012,19,2020-12-31,Excavation
05000012,20,2020-09-17,Excavation
05000012,21,2020-09-10,Excavation
05000012,22,2020-08-27,Excavation
05000012,23,2020-08-20,Excavation
05000012,24,2020-05-21,Excavation
05000012,25,2020-08-13,Excavation
05000012,26,2020-05-14,Excavation
05000012,27,2020-12-24,Excavation
05000012,28,2020-10-08,Excavation
05000012,29,2020-06-04,Excavation
05000012,30,2020-07-16,Excavation
05000012,31,2020-05-14,Excavation
05000012,32,2021-01-14,Excavation
05000012,33,2020-09-17,Excavation
05000012,34,2020-12-17,Excavation
05000012,35,2020-07-23,Excavation
05000012,36,2020-10-29,Excavation
05000012,37,2020-11-26,Excavation
05000012,38,2020-07-23,Excavation
05000012,39,2020-11-12,Excavation
05000012,40,2020-12-03,Excavation
05000012,41,2020-10-08,Excavation
05000012,42,2020-11-12,Excavation
05000012,43,2020-10-22,Excavation
05000012,44,2020-10-22,Excavation
05000013,1,2020-05-07,Excavation
05000013,3,2020-11-19,Excavation
05000013,5,2021-01-21,Excavation
05000013,7,2020-06-11,Excavation
05000013,9,2021-01-07,Excavation
05000013,11,2020-09-17,Excavation
05000013,13,2021-01-14,Excavation
05000013,15,2021-01-07,Excavation
05000013,17,2020-07-02,Excavation
05000013,19,2020-06-04,Excavation
05000013,21,2020-11-26,Excavation
05000013,23,2021-01-28,Excavation
05000013,25,2020-10-01,Excavation
05000013,27,2020-09-03,Excavation
05000013,29,2020-07-16,Excavation
05000013,31,2020-07-23,Excavation
05000013,33,2020-08-13,Excavation
05000013,35,2020-07-16,Excavation
05000013,37,2020-12-24,Excavation
05000013,39,2020-06-18,Excavation
05000013,41,2020-11-19,Excavation
05000013,43,2020-07-02,Excavation
05000013,45,2020-06-11,Excavation
05000013,47,2020-09-17,Excavation
05000013,49,2020-11-12,Excavation
05000013,51,2020-11-19,Excavation
05000013,53,2020-10-22,Excavation
05000013,55,2020-12-24,Excavation
05000013,57,2021-01-07,Excavation
05000013,59,2020-10-22,Excavation
05000013,61,2020-08-27,Excavation
05000013,63,2020-06-18,Excavation
05000013,65,2020-07-30,Excavation
05000013,67,2021-01-07,Excavation
05000013,69,2020-09-24,Excavation
05000013,71,2020-11-05,Excavation
05000013,73,2020-06-18,Excavation
05000013,75,2020-08-13,Excavation
05000013,77,2020-08-13,Excavation
05000013,79,2020-07-30,Excavation
05000013,81,2020-07-16,Excavation
05000013,83,2020-06-11,Excavation
05000013,85,2020-09-17,Excavation
05000014,2,2021-02-04,Excavation
05000014,4,2020-07-30,Excavation
05000014,6,2020-08-20,Excavation
05000014,8,2020-10-08,Excavation
05000014,10,2020-08-27,Excavation
05000014,12,2020-10-22,Excavation
05000014,14,2020-11-12,Excavation
05000014,16,2020-06-25,Excavation
05000014,18,2020-05-28,Excavation
05000014,20,2020-12-31,Excavation
05000014,22,2020-10-08,Excavation
05000014,24,2020-10-15,Excavation
05000014,26,2020-06-11,Excavation
05000014,28,2020-08-27,Excavation
05000014,30,2020-06-04,Excavation
05000014,32,2020-11-26,Excavation
05000014,34,2020-12-24,Excavation
05000014,36,2020-07-02,Excavation
05000014,38,2020-12-17,Excavation
05000014,40,2020-09-24,Excavation
05000014,42,2020-12-17,Excavation
05000014,44,2020-06-18,Excavation
05000014,46,2020-06-11,Excavation
05000014,48,2020-12-31,Excavation
05000014,50,2020-07-23,Excavation
05000014,52,2020-09-10,Excavation
05000014,54,2020-06-25,Excavation
05000014,56,2020-11-26,Excavation
05000014,58,2020-07-16,Excavation
05000014,60,2021-01-28,Excavation
05000014,62,2020-11-12,Excavation
05000014,64,2021-02-11,Excavation
05000014,66,2020-10-08,Excavation
05000014,68,2020-08-27,Excavation
05000014,70,2020-08-06,Excavation
05000014,72,2020-08-20,Excavation
05000014,74,2020-10-15,Excavation
05000014,76,2020-12-17,Excavation
05000014,78,2020-12-24,Excavation
05000014,80,2020-07-16,Excavation
05000014,82,2020-11-12,Excavation
05000014,84,2020-07-09,Excavation
05000015,1,2020-10-15,Excavation
05000015,2,2021-02-04,Excavation
05000015,3,2020-11-26,Excavation
05000015,4,2020-10-29,Excavation
05000015,5,2020-11-19,Excavation
05000015,6,2020-12-31,Excavation
05000015,7,2021-06-10,Excavation
05000015,8,2021-04-22,Excavation
05000016,1,2018-06-14,Excavation
05000016,2,2018-10-04,Excavation
05000016,3,2018-09-13,Excavation
05000016,4,2018-06-21,Excavation
05000016,5,2018-10-18,Excavation
05000016,6,2018-12-13,Excavation
05000016,7,2018-08-23,Excavation
05000016,8,2019-02-07,Excavation
05000016,9,2018-11-15,Excavation
05000016,10,2018-08-16,Excavation
05000016,11,2018-12-06,Excavation
05000016,12,2018-08-02,Excavation
05000016,13,2018-10-11,Excavation
05000016,14,2019-01-17,Excavation
05000016,15,2019-02-21,Excavation
05000016,16,2018-12-27,Excavation
05000016,17,2018-08-02,Excavation
05000016,18,2018-08-02,Excavation
05000016,19,2018-11-01,Excavation
05000016,20,2019-02-28,Excavation
05000016,21,2018-08-16,Excavation
05000016,22,2018-11-22,Excavation
05000016,23,2018-08-30,Excavation
05000016,24,2018-11-15,Excavation
05000016,25,2018-07-12,Excavation
05000016,26,2018-12-13,Excavation
05000016,27,2018-06-28,Excavation
05000016,28,2018-07-05,Excavation
05000016,29,2018-07-12,Excavation
05000016,30,2018-08-02,Excavation
05000016,31,2019-01-10,Excavation
05000016,32,2018-11-29,Excavation
05000016,33,2019-02-14,Excavation
05000016,34,2018-07-19,Excavation
05000016,35,2018-08-09,Excavation
05000016,36,2018-06-28,Excavation
05000016,37,2018-09-27,Excavation
05000016,38,2018-07-05,Excavation
05000016,39,2019-03-21,Excavation
05000016,40,2018-06-28,Excavation
05000016,41,2018-12-06,Excavation
05000016,42,2018-08-09,Excavation
05000016,43,2018-08-02,Excavation
05000016,44,2018-06-28,Excavation
05000016,45,2018-11-29,Excavation
05000016,46,2019-02-28,Excavation
05000016,47,2018-11-22,Excavation
05000016,48,2018-06-21,Excavation
05000016,49,2018-11-29,Excavation
05000016,50,2018-09-20,Excavation
05000016,51,2019-02-21,Excavation
05000016,52,2019-02-28,Excavation
05000016,53,2018-12-13,Excavation
05000016,54,2019-01-17,Excavation
05000016,55,2018-12-20,Excavation
05000016,56,2018-12-06,Excavation
05000016,57,2018-08-09,Excavation
05000016,58,2018-07-26,Excavation
05000016,59,2018-12-27,Excavation
05000016,60,2019-03-07,Excavation
05000016,61,2018-12-06,Excavation
05000016,62,2018-07-05,Excavation
05000016,63,2018-10-25,Excavation
05000016,64,2018-09-06,Excavation
05000016,65,2018-07-19,Excavation
05000016,66,2018-12-13,Excavation
05000016,67,2019-01-10,Excavation
05000016,68,2019-01-10,Excavation
05000016,69,2019-02-14,Excavation
05000016,70,2018-06-28,Excavation
05000016,71,2018-11-08,Excavation
05000016,72,2019-01-03,Excavation
05000016,73,2018-12-13,Excavation
05000016,74,2018-09-27,Excavation
05000016,75,2018-08-02,Excavation
05000016,76,2018-12-13,Excavation
05000016,77,2019-02-28,Excavation
05000016,78,2018-11-29,Excavation
05000016,79,2019-01-03,Excavation
05000016,80,2018-09-27,Excavation
05000016,81,2019-02-14,Excavation
05000016,82,2018-10-18,Excavation
05000016,83,2018-07-12,Excavation
05000016,84,2018-07-05,Excavation
05000016,85,2019-01-10,Excavation
05000016,86,2018-10-18,Excavation
05000016,87,2018-07-26,Excavation
05000016,88,2018-11-15,Excavation
05000016,89,2018-11-22,Excavation
05000016,90,2018-08-23,Excavation
05000016,91,2018-09-13,Excavation
05000016,92,2018-06-28,Excavation
05000016,93,2018-09-20,Excavation
05000016,94,2018-09-20,Excavation
05000016,95,2018-07-05,Excavation
05000016,96,2018-10-25,Excavation
05000016,97,2019-01-03,Excavation
05000016,98,2018-08-30,Excavation
05000016,99,2019-01-24,Excavation
05000016,100,2019-03-14,Excavation
