PLOT_ID,SNIN_REFERENCE,PLOT_NO,START_DATE,REGISTERED_DATE,WARRANTY_FINAL_DATE,BC_FINAL_DATE,LEGAL_COMPLETION_DATE,NUMBER_OF_STOREYS,FIRST_PHO_DATE,FAILED_FIRST_PHO
2000000615,05000009,60,2020-05-18,2020-04-18,,2021-02-08,,2,2021-02-11,Y
2000000616,05000009,61,2020-06-01,2020-05-02,,2021-02-22,,2,2021-02-25,N
2000000617,05000009,62,2020-07-20,2020-06-20,,2021-06-07,,2,2021-06-10,N
2000000618,05000009,63,2020-11-02,2020-10-03,2021-06-21,,,2,2021-06-24,N
2000000619,05000009,64,2020-08-31,2020-08-01,,2021-06-14,,2,2021-06-17,N
2000000620,05000009,65,2020-03-23,2020-02-22,,2021-02-08,,2,2021-02-11,N
2000000621,05000009,66,2020-09-28,2020-08-29,,2021-06-28,,2,2021-07-01,N
2000000622,05000009,67,2020-05-11,2020-04-11,,2021-03-22,,2,2021-03-25,N
2000000623,05000009,68,2020-05-04,2020-04-04,,2021-02-08,,2,2021-02-11,N
2000000624,05000009,69,2020-07-20,2020-06-20,,2021-06-21,,2,2021-06-24,N
2000000625,05000009,70,2020-09-21,2020-08-22,,,,2,2021-08-26,N
2000000626,05000009,71,2020-05-18,2020-04-18,,2021-02-08,,2,2021-02-11,N
2000000627,05000009,72,2020-07-20,2020-06-20,,,,2,2021-04-15,N
2000000628,05000009,73,2020-04-13,2020-03-14,,2021-03-29,,2,2021-04-01,N
2000000629,05000009,74,2020-06-15,2020-05-16,,,2021-03-08,2,2021-03-11,N
2000000630,05000009,75,2020-09-14,2020-08-15,,2021-06-07,,2,2021-06-10,N
2000000631,05000009,76,2020-03-02,2020-02-01,,2021-02-08,,2,2021-02-11,N
2000000632,05000009,77,2020-03-16,2020-02-15,,2021-02-08,,2,2021-02-11,N
2000000633,05000009,78,2020-06-15,2020-05-16,2021-03-29,,,2,2021-04-01,N
2000000634,05000009,79,2020-07-06,2020-06-06,,2021-05-24,,2,2021-05-27,N
2000000635,05000009,80,2020-04-20,2020-03-21,,2021-02-08,,2,2021-02-11,N
2000000636,05000009,81,2020-04-06,2020-03-07,,2021-02-22,,2,2021-02-25,N
2000000637,05000009,82,2020-04-06,2020-03-07,,2021-02-08,,2,2021-02-11,N
2000000638,05000009,83,2020-06-29,2020-05-30,2021-05-31,,,2,2021-06-03,N
2000000639,05000009,84,2020-05-11,2020-04-11,2021-04-26,,,2,2021-04-29,N
2000000640,05000009,85,2020-06-29,2020-05-30,,2021-05-03,,2,2021-05-06,N
2000000641,05000009,86,2020-08-31,2020-08-01,2021-06-28,,,2,2021-07-01,N
2000000642,05000009,87,2020-03-16,2020-02-15,,,2021-02-08,2,2021-02-11,N
2000000643,05000009,88,2020-08-17,2020-07-18,,2021-05-17,,2,2021-05-20,N
2000000644,05000009,89,2020-06-15,2020-05-16,,2021-05-17,,2,2021-05-20,N
2000000645,05000009,90,2020-06-15,2020-05-16,,2021-02-08,,2,2021-02-11,N
2000000646,05000009,91,2020-10-05,2020-09-05,2021-06-14,,,2,2021-06-17,N
2000000647,05000009,92,2020-08-31,2020-08-01,2021-06-21,,,2,2021-06-24,N
2000000648,05000009,93,2020-08-03,2020-07-04,,2021-06-14,,2,2021-06-17,Y
2000000649,05000009,94,2020-06-15,2020-05-16,,2021-02-08,,2,2021-02-11,N
2000000650,05000009,95,2020-09-07,2020-08-08,,,2021-05-10,2,2021-05-13,N
2000000651,05000009,96,2020-09-07,2020-08-08,,2021-07-12,,2,2021-07-15,N
2000000652,05000009,97,2020-03-02,2020-02-01,,2021-02-08,,2,2021-02-11,N
2000000653,05000009,98,2020-04-27,2020-03-28,2021-04-05,,,2,2021-04-08,N
2000000654,05000009,99,2020-07-06,2020-06-06,,2021-04-05,,2,2021-04-08,N
2000000655,05000009,100,2020-05-25,2020-04-25,,2021-04-12,,2,2021-04-15,N
2000000656,05000009,101,2020-03-16,2020-02-15,,2021-02-22,,2,2021-02-25,N
2000000657,05000009,102,2020-03-23,2020-02-22,,2021-02-08,,2,2021-02-11,Y
2000000658,05000009,103,2020-11-16,2020-10-17,,2021-10-04,,2,2021-10-07,N
2000000659,05000009,104,2020-06-08,2020-05-09,,2021-05-03,,2,2021-05-06,N
2000000660,05000009,105,2020-08-31,2020-08-01,2021-08-16,,,2,2021-08-19,N
2000000661,05000009,106,2020-06-08,2020-05-09,,2021-05-03,,2,2021-05-06,N
2000000662,05000009,107,2020-08-10,2020-07-11,,2021-03-29,,2,2021-04-01,N
2000000663,05000009,108,2020-11-16,2020-10-17,,2021-09-06,,2,2021-09-09,N
2000000664,05000009,109,2020-08-31,2020-08-01,,2021-08-09,,2,2021-08-12,N
2000000665,05000009,110,2020-07-20,2020-06-20,,2021-06-28,,2,2021-07-01,Y
2000000666,05000009,111,2020-03-30,2020-02-29,,2021-02-08,,2,2021-02-11,N
2000000667,05000009,112,2020-02-24,2020-01-25,,2021-02-08,,2,2021-02-11,Y
2000000668,05000009,113,2020-05-25,2020-04-25,,,,2,2021-02-11,N
2000000669,05000009,114,2020-04-13,2020-03-14,,2021-02-15,,2,2021-02-18,N
2000000670,05000009,115,2020-07-06,2020-06-06,,2021-06-21,,2,2021-06-24,Y
2000000671,05000009,116,2020-09-14,2020-08-15,,2021-04-12,,2,2021-04-15,N
2000000672,05000009,117,2020-05-11,2020-04-11,,2021-02-08,,2,2021-02-11,N
2000000673,05000009,118,2020-03-02,2020-02-01,,2021-02-08,,2,2021-02-11,N
2000000674,05000009,119,2020-08-17,2020-07-18,2021-03-15,,,2,2021-03-18,N
2000000675,05000009,120,2020-07-13,2020-06-13,,2021-06-14,,2,2021-06-17,N
2000000676,05000009,121,2020-06-01,2020-05-02,,,,2,2021-04-01,Y
2000000677,05000009,122,2020-09-28,2020-08-29,,2021-08-23,,2,2021-08-26,N
2000000678,05000009,123,2020-08-31,2020-08-01,,2021-07-12,,2,2021-07-15,N
2000000679,05000009,124,2020-04-06,2020-03-07,,2021-02-08,,2,2021-02-11,Y
2000000680,05000009,125,2020-09-14,2020-08-15,,2021-08-23,,2,2021-08-26,N
2000000681,05000009,126,2020-03-09,2020-02-08,,2021-02-08,,2,2021-02-11,N
2000000682,05000009,127,2020-08-10,2020-07-11,,2021-07-26,,2,2021-07-29,Y
2000000683,05000010,1,2020-02-24,2020-01-25,,2021-07-12,,2,2021-07-15,N
2000000684,05000010,2,2020-10-19,2020-09-19,,2021-07-12,,2,2021-07-15,N
2000000685,05000010,3,2020-06-29,2020-05-30,,2021-07-12,,2,2021-07-15,N
2000000686,05000010,4,2020-03-16,2020-02-15,,2021-07-12,,2,2021-07-15,N
2000000687,05000010,5,2020-11-30,2020-10-31,,,2021-08-30,2,2021-09-02,N
2000000688,05000010,6,2020-04-27,2020-03-28,,2021-07-12,,2,2021-07-15,N
2000000689,05000010,7,2020-06-01,2020-05-02,,,2021-07-12,2,2021-07-15,N
2000000690,05000010,8,2020-07-13,2020-06-13,2021-07-12,,,2,2021-07-15,N
2000000691,05000010,9,2020-09-28,2020-08-29,,2021-07-12,,2,2021-07-15,N
2000000692,05000010,10,2020-07-20,2020-06-20,,,,2,2021-07-15,N
2000000693,05000010,11,2020-10-05,2020-09-05,,2021-09-13,,2,2021-09-16,N
2000000694,05000010,12,2020-03-30,2020-02-29,,2021-07-12,,2,2021-07-15,N
2000000695,05000010,13,2020-03-02,2020-02-01,,2021-07-12,,2,2021-07-15,N
2000000696,05000010,14,2020-08-17,2020-07-18,,2021-07-12,,2,2021-07-15,N
2000000697,05000010,15,2020-11-30,2020-10-31,,2021-10-25,,2,2021-10-28,N
2000000698,05000010,16,2020-04-20,2020-03-21,,2021-07-12,,2,2021-07-15,N
2000000699,05000010,17,2020-03-16,2020-02-15,,2021-07-12,,2,2021-07-15,N
2000000700,05000010,18,2020-07-20,2020-06-20,,,2021-07-12,2,2021-07-15,Y
2000000701,05000010,19,2020-04-27,2020-03-28,,2021-07-12,,2,2021-07-15,N
2000000702,05000010,20,2020-06-08,2020-05-09,,2021-07-12,,2,2021-07-15,N
2000000703,05000010,21,2020-06-29,2020-05-30,,2021-07-12,,2,2021-07-15,N
2000000704,05000010,22,2020-04-13,2020-03-14,,2021-07-12,,2,2021-07-15,N
2000000705,05000010,23,2020-11-23,2020-10-24,,2021-07-19,,2,2021-07-22,N
2000000706,05000010,24,2020-05-11,2020-04-11,,,,2,2021-07-15,N
2000000707,05000010,25,2020-09-21,2020-08-22,,2021-07-12,,2,2021-07-15,Y
2000000708,05000010,26,2020-07-13,2020-06-13,,2021-07-12,,2,2021-07-15,N
2000000709,05000010,27,2020-07-20,2020-06-20,,2021-07-12,,2,2021-07-15,N
2000000710,05000010,28,2020-05-18,2020-04-18,,2021-07-12,,2,2021-07-15,Y
2000000711,05000010,29,2020-05-11,2020-04-11,,2021-07-12,,2,2021-07-15,N
2000000712,05000010,30,2020-10-05,2020-09-05,,2021-07-12,,2,2021-07-15,N
2000000713,05000010,31,2020-07-27,2020-06-27,,2021-07-12,,2,2021-07-15,N
2000000714,05000010,32,2020-09-14,2020-08-15,,,2021-07-12,2,2021-07-15,N
2000000715,05000010,33,2020-03-16,2020-02-15,,2021-07-12,,2,2021-07-15,N
2000000716,05000011,1,2020-02-24,2020-01-25,,2021-05-10,,2,2021-05-13,Y
2000000717,05000011,2,2020-09-21,2020-08-22,,2021-07-12,,2,2021-07-15,N
2000000718,05000011,3,2020-10-19,2020-09-19,,2021-07-05,,2,2021-07-08,N
2000000719,05000011,4,2020-06-22,2020-05-23,,2021-05-10,,2,2021-05-13,N
2000000720,05000011,5,2020-06-15,2020-05-16,,,,2,2021-05-13,N
2000000721,05000011,6,2020-08-03,2020-07-04,,2021-07-19,,2,2021-07-22,N
2000000722,05000011,7,2020-11-02,2020-10-03,,2021-10-11,,2,2021-10-14,N
2000000723,05000011,8,2020-03-23,2020-02-22,,,2021-05-10,2,2021-05-13,N
2000000724,05000011,9,2020-04-06,2020-03-07,,2021-05-10,,2,2021-05-13,N
2000000725,05000011,10,2020-03-30,2020-02-29,,2021-05-10,,2,2021-05-13,Y
2000000726,05000011,11,2020-11-16,2020-10-17,,2021-06-21,,2,2021-06-24,N
2000000727,05000011,12,2020-03-23,2020-02-22,,2021-05-10,,2,2021-05-13,N
2000000728,05000011,13,2020-07-20,2020-06-20,,2021-05-10,,2,2021-05-13,N
2000000729,05000011,14,2020-10-12,2020-09-12,2021-05-24,,,2,2021-05-27,N
2000000730,05000011,15,2020-04-13,2020-03-14,2021-05-10,,,2,2021-05-13,N
2000000731,05000011,16,2020-08-24,2020-07-25,,2021-05-10,,2,2021-05-13,N
2000000732,05000011,17,2020-06-08,2020-05-09,,2021-05-10,,2,2021-05-13,N
2000000733,05000011,18,2020-06-15,2020-05-16,,2021-05-24,,2,2021-05-27,N
2000000734,05000011,19,2020-04-13,2020-03-14,,2021-05-10,,2,2021-05-13,N
2000000735,05000011,20,2020-09-28,2020-08-29,2021-08-23,,,2,2021-08-26,Y
2000000736,05000011,21,2020-03-02,2020-02-01,,2021-05-10,,2,2021-05-13,N
2000000737,05000011,22,2020-08-10,2020-07-11,,2021-06-28,,2,2021-07-01,N
2000000738,05000011,23,2020-03-02,2020-02-01,2021-05-10,,,2,2021-05-13,N
2000000739,05000011,24,2020-03-23,2020-02-22,,,,2,2021-05-13,N
2000000740,05000011,25,2020-03-16,2020-02-15,,2021-05-10,,2,2021-05-13,N
2000000741,05000011,26,2020-09-07,2020-08-08,,2021-05-10,,2,2021-05-13,N
2000000742,05000011,27,2020-05-04,2020-04-04,,2021-05-10,,2,2021-05-13,N
2000000743,05000011,28,2020-06-01,2020-05-02,,2021-05-10,,2,2021-05-13,N
2000000744,05000011,29,2020-09-07,2020-08-08,,2021-05-17,,2,2021-05-20,N
2000000745,05000011,30,2020-07-20,2020-06-20,,2021-05-10,,2,2021-05-13,N
2000000746,05000011,31,2020-06-22,2020-05-23,,2021-05-10,,2,2021-05-13,N
2000000747,05000011,32,2020-06-08,2020-05-09,,2021-05-10,,2,2021-05-13,N
2000000748,05000011,33,2020-03-09,2020-02-08,2021-05-10,,,2,2021-05-13,N
2000000749,05000011,34,2020-06-15,2020-05-16,,2021-05-10,,2,2021-05-13,N
2000000750,05000011,35,2020-04-06,2020-03-07,,2021-05-10,,2,2021-05-13,N
2000000751,05000011,36,2020-09-28,2020-08-29,,2021-08-16,,2,2021-08-19,N
2000000752,05000011,37,2020-06-22,2020-05-23,,2021-05-10,,2,2021-05-13,N
2000000753,05000011,38,2020-04-27,2020-03-28,,2021-05-10,,2,2021-05-13,N
2000000754,05000011,39,2020-08-24,2020-07-25,,2021-05-10,,2,2021-05-13,Y
2000000755,05000011,40,2020-07-27,2020-06-27,,2021-06-07,,2,2021-06-10,N
2000000756,05000011,41,2020-08-31,2020-08-01,,2021-05-31,,2,2021-06-03,N
2000000757,05000011,42,2020-10-19,2020-09-19,2021-07-05,,,2,2021-07-08,N
2000000758,05000011,43,2020-08-10,2020-07-11,2021-05-31,,,2,2021-06-03,N
2000000759,05000011,44,2020-08-10,2020-07-11,,2021-05-10,,2,2021-05-13,Y
2000000760,05000011,45,2020-06-22,2020-05-23,2021-05-10,,,2,2021-05-13,N
2000000761,05000011,46,2020-03-02,2020-02-01,,2021-05-10,,2,2021-05-13,N
2000000762,05000011,47,2020-11-02,2020-10-03,2021-09-13,,,2,2021-09-16,N
2000000763,05000011,48,2020-04-20,2020-03-21,,,,2,2021-05-13,Y
2000000764,05000011,49,2020-04-27,2020-03-28,,2021-05-10,,2,2021-05-13,N
2000000765,05000011,50,2020-06-29,2020-05-30,,,2021-05-10,2,2021-05-13,N
2000000766,05000011,51,2020-11-23,2020-10-24,,2021-09-13,,2,2021-09-16,N
2000000767,05000011,52,2020-03-09,2020-02-08,,2021-05-10,,2,2021-05-13,N
2000000768,05000011,53,2020-03-02,2020-02-01,,2021-05-10,,2,2021-05-13,N
2000000769,05000011,54,2020-04-13,2020-03-14,,2021-05-10,,2,2021-05-13,N
2000000770,05000011,55,2020-06-22,2020-05-23,,2021-05-10,,2,2021-05-13,N
2000000771,05000011,56,2020-10-19,2020-09-19,,2021-08-09,,2,2021-08-12,N
2000000772,05000011,57,2020-03-16,2020-02-15,,2021-05-10,,2,2021-05-13,N
2000000773,05000011,58,2020-11-16,2020-10-17,,2021-09-20,,2,2021-09-23,N
2000000774,05000012,1,2020-04-13,2020-03-14,,2021-07-26,,2,2021-07-29,N
2000000775,05000012,2,2020-10-19,2020-09-19,2021-08-02,,,2,2021-08-05,N
2000000776,05000012,3,2020-10-26,2020-09-26,,2021-07-26,,2,2021-07-29,N
2000000777,05000012,4,2020-11-23,2020-10-24,,2021-08-02,,2,2021-08-05,N
2000000778,05000012,5,2021-01-18,2020-12-19,,2021-12-27,,2,2021-12-30,N
2000000779,05000012,6,2021-01-18,2020-12-19,,2021-11-22,,2,2021-11-25,N
2000000780,05000012,7,2020-07-06,2020-06-06,,2021-07-26,,2,2021-07-29,N
2000000781,05000012,8,2020-11-09,2020-10-10,,2021-10-18,,2,2021-10-21,N
2000000782,05000012,9,2020-04-20,2020-03-21,,2021-07-26,,2,2021-07-29,N
2000000783,05000012,10,2020-12-28,2020-11-28,,2021-08-02,,2,2021-08-05,N
2000000784,05000012,11,2020-08-03,2020-07-04,,2021-07-26,,2,2021-07-29,Y
2000000785,05000012,12,2020-09-28,2020-08-29,2021-07-26,,,2,2021-07-29,N
2000000786,05000012,13,2020-06-01,2020-05-02,,2021-07-26,,2,2021-07-29,N
2000000787,05000012,14,2020-09-14,2020-08-15,2021-08-02,,,2,2021-08-05,Y
2000000788,05000012,15,2020-06-01,2020-05-02,,,,2,2021-07-29,N
2000000789,05000012,16,2021-01-11,2020-12-12,,2021-08-09,,2,2021-08-12,N
2000000790,05000012,17,2020-12-07,2020-11-07,2021-10-04,,,2,2021-10-07,N
2000000791,05000012,18,2021-01-18,2020-12-19,,2021-08-23,,2,2021-08-26,N
2000000792,05000012,19,2020-12-21,2020-11-21,,,2021-09-06,2,2021-09-09,Y
2000000793,05000012,20,2020-09-07,2020-08-08,2021-07-26,,,2,2021-07-29,Y
2000000794,05000012,21,2020-08-31,2020-08-01,,2021-07-26,,2,2021-07-29,N
2000000795,05000012,22,2020-08-17,2020-07-18,,2021-07-26,,2,2021-07-29,N
2000000796,05000012,23,2020-08-10,2020-07-11,2021-07-26,,,2,2021-07-29,N
2000000797,05000012,24,2020-05-11,2020-04-11,,,2021-07-26,2,2021-07-29,N
2000000798,05000012,25,2020-08-03,2020-07-04,,2021-07-26,,2,2021-07-29,Y
2000000799,05000012,26,2020-05-04,2020-04-04,,2021-07-26,,2,2021-07-29,N
2000000800,05000012,27,2020-12-14,2020-11-14,,2021-09-13,,2,2021-09-16,N
2000000801,05000012,28,2020-09-28,2020-08-29,,2021-09-06,,2,2021-09-09,N
2000000802,05000012,29,2020-05-25,2020-04-25,2021-07-26,,,2,2021-07-29,N
2000000803,05000012,30,2020-07-06,2020-06-06,,,2021-07-26,2,2021-07-29,N
2000000804,05000012,31,2020-05-04,2020-04-04,,,2021-07-26,2,2021-07-29,N
2000000805,05000012,32,2021-01-04,2020-12-05,,2021-08-16,,2,2021-08-19,N
2000000806,05000012,33,2020-09-07,2020-08-08,,2021-07-26,,2,2021-07-29,N
2000000807,05000012,34,2020-12-07,2020-11-07,,2021-10-04,,2,2021-10-07,Y
2000000808,05000012,35,2020-07-13,2020-06-13,,2021-07-26,,2,2021-07-29,N
2000000809,05000012,36,2020-10-19,2020-09-19,,2021-08-23,,2,2021-08-26,N
2000000810,05000012,37,2020-11-16,2020-10-17,,2021-07-26,,2,2021-07-29,Y
2000000811,05000012,38,2020-07-13,2020-06-13,,2021-07-26,,2,2021-07-29,N
2000000812,05000012,39,2020-11-02,2020-10-03,,2021-07-26,,2,2021-07-29,N
2000000813,05000012,40,2020-11-23,2020-10-24,2021-09-06,,,2,2021-09-09,N
2000000814,05000012,41,2020-09-28,2020-08-29,,,2021-08-16,2,2021-08-19,N
2000000815,05000012,42,2020-11-02,2020-10-03,,2021-08-23,,2,2021-08-26,N
2000000816,05000012,43,2020-10-12,2020-09-12,,2021-07-26,,2,2021-07-29,N
2000000817,05000012,44,2020-10-12,2020-09-12,,2021-07-26,,2,2021-07-29,N
2000000818,05000013,1,2020-04-27,2020-03-28,2021-10-25,,,2,2021-10-28,Y
2000000819,05000013,3,2020-11-09,2020-10-10,,2021-10-25,,2,2021-10-28,N
2000000820,05000013,5,2021-01-11,2020-12-12,,2021-12-27,,2,2021-12-30,Y
2000000821,05000013,7,2020-06-01,2020-05-02,,,2021-10-25,2,2021-10-28,N
2000000822,05000013,9,2020-12-28,2020-11-28,,2021-10-25,,2,2021-10-28,N
2000000823,05000013,11,2020-09-07,2020-08-08,2021-10-25,,,2,2021-10-28,N
2000000824,05000013,13,2021-01-04,2020-12-05,,2021-10-25,,2,2021-10-28,N
2000000825,05000013,15,2020-12-28,2020-11-28,,2021-10-25,,2,2021-10-28,N
2000000826,05000013,17,2020-06-22,2020-05-23,,2021-10-25,,2,2021-10-28,Y
2000000827,05000013,19,2020-05-25,2020-04-25,,,2021-10-25,2,2021-10-28,N
2000000828,05000013,21,2020-11-16,2020-10-17,,2021-10-25,,2,2021-10-28,N
2000000829,05000013,23,2021-01-18,2020-12-19,,,2021-10-25,2,2021-10-28,N
2000000830,05000013,25,2020-09-21,2020-08-22,,2021-10-25,,2,2021-10-28,N
2000000831,05000013,27,2020-08-24,2020-07-25,,2021-10-25,,2,2021-10-28,N
2000000832,05000013,29,2020-07-06,2020-06-06,,2021-10-25,,2,2021-10-28,N
2000000833,05000013,31,2020-07-13,2020-06-13,,2021-10-25,,2,2021-10-28,N
2000000834,05000013,33,2020-08-03,2020-07-04,,2021-10-25,,2,2021-10-28,N
2000000835,05000013,35,2020-07-06,2020-06-06,,2021-10-25,,2,2021-10-28,N
2000000836,05000013,37,2020-12-14,2020-11-14,,2021-10-25,,2,2021-10-28,Y
2000000837,05000013,39,2020-06-08,2020-05-09,,2021-10-25,,2,2021-10-28,N
2000000838,05000013,41,2020-11-09,2020-10-10,,2021-10-25,,2,2021-10-28,N
2000000839,05000013,43,2020-06-22,2020-05-23,,2021-10-25,,2,2021-10-28,N
2000000840,05000013,45,2020-06-01,2020-05-02,,2021-10-25,,2,2021-10-28,N
2000000841,05000013,47,2020-09-07,2020-08-08,,2021-10-25,,2,2021-10-28,N
2000000842,05000013,49,2020-11-02,2020-10-03,,2021-10-25,,2,2021-10-28,N
2000000843,05000013,51,2020-11-09,2020-10-10,,2021-10-25,,2,2021-10-28,N
2000000844,05000013,53,2020-10-12,2020-09-12,,2021-10-25,,2,2021-10-28,N
2000000845,05000013,55,2020-12-14,2020-11-14,,2021-10-25,,2,2021-10-28,N
2000000846,05000013,57,2020-12-28,2020-11-28,2021-11-22,,,2,2021-11-25,N
2000000847,05000013,59,2020-10-12,2020-09-12,,,2021-10-25,2,2021-10-28,N
2000000848,05000013,61,2020-08-17,2020-07-18,2021-10-25,,,2,2021-10-28,N
2000000849,05000013,63,2020-06-08,2020-05-09,,2021-10-25,,2,2021-10-28,N
2000000850,05000013,65,2020-07-20,2020-06-20,,2021-10-25,,2,2021-10-28,Y
2000000851,05000013,67,2020-12-28,2020-11-28,,,2021-11-15,2,2021-11-18,N
2000000852,05000013,69,2020-09-14,2020-08-15,2021-10-25,,,2,2021-10-28,N
2000000853,05000013,71,2020-10-26,2020-09-26,,2021-10-25,,2,2021-10-28,N
2000000854,05000013,73,2020-06-08,2020-05-09,,2021-10-25,,2,2021-10-28,N
2000000855,05000013,75,2020-08-03,2020-07-04,,2021-10-25,,2,2021-10-28,N
2000000856,05000013,77,2020-08-03,2020-07-04,,2021-10-25,,2,2021-10-28,N
2000000857,05000013,79,2020-07-20,2020-06-20,,2021-10-25,,2,2021-10-28,N
2000000858,05000013,81,2020-07-06,2020-06-06,,2021-10-25,,2,2021-10-28,N
2000000859,05000013,83,2020-06-01,2020-05-02,,2021-10-25,,2,2021-10-28,N
2000000860,05000013,85,2020-09-07,2020-08-08,,2021-10-25,,2,2021-10-28,N
2000000861,05000014,2,2021-01-25,2020-12-26,,2021-10-25,,2,2021-10-28,N
2000000862,05000014,4,2020-07-20,2020-06-20,,,2021-10-25,2,2021-10-28,N
2000000863,05000014,6,2020-08-10,2020-07-11,,2021-10-25,,2,2021-10-28,N
2000000864,05000014,8,2020-09-28,2020-08-29,,2021-10-25,,2,2021-10-28,N
2000000865,05000014,10,2020-08-17,2020-07-18,,2021-10-25,,2,2021-10-28,Y
2000000866,05000014,12,2020-10-12,2020-09-12,2021-10-25,,,2,2021-10-28,N
2000000867,05000014,14,2020-11-02,2020-10-03,,2021-10-25,,2,2021-10-28,N
2000000868,05000014,16,2020-06-15,2020-05-16,,,,2,2021-10-28,N
2000000869,05000014,18,2020-05-18,2020-04-18,,2021-10-25,,2,2021-10-28,N
2000000870,05000014,20,2020-12-21,2020-11-21,,2021-10-25,,2,2021-10-28,N
2000000871,05000014,22,2020-09-28,2020-08-29,,2021-10-25,,2,2021-10-28,N
2000000872,05000014,24,2020-10-05,2020-09-05,2021-10-25,,,2,2021-10-28,N
2000000873,05000014,26,2020-06-01,2020-05-02,,2021-10-25,,2,2021-10-28,N
2000000874,05000014,28,2020-08-17,2020-07-18,,2021-10-25,,2,2021-10-28,N
2000000875,05000014,30,2020-05-25,2020-04-25,,2021-10-25,,2,2021-10-28,N
2000000876,05000014,32,2020-11-16,2020-10-17,,2021-10-25,,2,2021-10-28,N
2000000877,05000014,34,2020-12-14,2020-11-14,,2021-10-25,,2,2021-10-28,N
2000000878,05000014,36,2020-06-22,2020-05-23,,2021-10-25,,2,2021-10-28,N
2000000879,05000014,38,2020-12-07,2020-11-07,,2021-10-25,,2,2021-10-28,N
2000000880,05000014,40,2020-09-14,2020-08-15,,2021-10-25,,2,2021-10-28,N
2000000881,05000014,42,2020-12-07,2020-11-07,,2021-10-25,,2,2021-10-28,N
2000000882,05000014,44,2020-06-08,2020-05-09,,2021-10-25,,2,2021-10-28,N
2000000883,05000014,46,2020-06-01,2020-05-02,,2021-10-25,,2,2021-10-28,N
2000000884,05000014,48,2020-12-21,2020-11-21,,2021-10-25,,2,2021-10-28,N
2000000885,05000014,50,2020-07-13,2020-06-13,2021-10-25,,,2,2021-10-28,N
2000000886,05000014,52,2020-08-31,2020-08-01,,2021-10-25,,2,2021-10-28,N
2000000887,05000014,54,2020-06-15,2020-05-16,,2021-10-25,,2,2021-10-28,N
2000000888,05000014,56,2020-11-16,2020-10-17,,,,2,2021-10-28,N
2000000889,05000014,58,2020-07-06,2020-06-06,,2021-10-25,,2,2021-10-28,N
2000000890,05000014,60,2021-01-18,2020-12-19,,2022-01-03,,2,2022-01-06,N
2000000891,05000014,62,2020-11-02,2020-10-03,,2021-10-25,,2,2021-10-28,N
2000000892,05000014,64,2021-02-01,2021-01-02,,2021-10-25,,2,2021-10-28,N
2000000893,05000014,66,2020-09-28,2020-08-29,,2021-10-25,,2,2021-10-28,N
2000000894,05000014,68,2020-08-17,2020-07-18,,,2021-10-25,2,2021-10-28,N
2000000895,05000014,70,2020-07-27,2020-06-27,,2021-10-25,,2,2021-10-28,N
2000000896,05000014,72,2020-08-10,2020-07-11,,2021-10-25,,2,2021-10-28,N
2000000897,05000014,74,2020-10-05,2020-09-05,2021-10-25,,,2,2021-10-28,N
2000000898,05000014,76,2020-12-07,2020-11-07,,2021-10-25,,2,2021-10-28,Y
2000000899,05000014,78,2020-12-14,2020-11-14,,2021-10-25,,2,2021-10-28,Y
2000000900,05000014,80,2020-07-06,2020-06-06,,2021-10-25,,2,2021-10-28,N
2000000901,05000014,82,2020-11-02,2020-10-03,,2021-10-25,,2,2021-10-28,N
2000000902,05000014,84,2020-06-29,2020-05-30,,,,2,2021-10-28,N
2000000903,05000015,1,2020-10-05,2020-09-05,,2021-07-12,,2,2021-07-15,N
2000000904,05000015,2,2021-01-25,2020-12-26,,2021-09-27,,2,2021-09-30,N
2000000905,05000015,3,2020-11-16,2020-10-17,,2021-07-12,,2,2021-07-15,N
2000000906,05000015,4,2020-10-19,2020-09-19,,2021-08-02,,2,2021-08-05,N
2000000907,05000015,5,2020-11-09,2020-10-10,,2021-08-30,,2,2021-09-02,N
2000000908,05000015,6,2020-12-21,2020-11-21,,,,2,2021-10-14,Y
2000000909,05000015,7,2021-05-31,2021-05-01,,2022-03-21,,2,2022-03-24,Y
2000000910,05000015,8,2021-04-12,2021-03-13,,2022-01-24,,2,2022-01-27,N
2000000911,05000016,1,2018-06-04,2018-05-05,,2019-12-16,,2,2019-12-19,N
2000000912,05000016,2,2018-09-24,2018-08-25,,2019-12-16,,2,2019-12-19,N
2000000913,05000016,3,2018-09-03,2018-08-04,,2019-12-16,,2,2019-12-19,N
2000000914,05000016,4,2018-06-11,2018-05-12,,,2019-12-16,2,2019-12-19,N
2000000915,05000016,5,2018-10-08,2018-09-08,,2019-12-16,,2,2019-12-19,N
2000000916,05000016,6,2018-12-03,2018-11-03,,2019-12-16,,2,2019-12-19,N
2000000917,05000016,7,2018-08-13,2018-07-14,,2019-12-16,,2,2019-12-19,N
2000000918,05000016,8,2019-01-28,2018-12-29,,,,2,2019-12-19,N
2000000919,05000016,9,2018-11-05,2018-10-06,2019-12-16,,,2,2019-12-19,N
2000000920,05000016,10,2018-08-06,2018-07-07,,2019-12-16,,2,2019-12-19,N
2000000921,05000016,11,2018-11-26,2018-10-27,,2019-12-16,,2,2019-12-19,N
2000000922,05000016,12,2018-07-23,2018-06-23,,2019-12-16,,2,2019-12-19,N
2000000923,05000016,13,2018-10-01,2018-09-01,,2019-12-16,,2,2019-12-19,N
